ID_Viaje,Fecha,Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,Tipo_Transporte,Region,Dia_Semana
61479,2023-02-12 16:38:00,Sevilla - Madrid,39,298.0,56,Autobús,Madrid,Sunday
61483,2023-02-12 16:42:00,Sevilla - Madrid,38,33.0,99,Tren,Madrid,Sunday
61491,2023-02-12 16:50:00,Barcelona - Valencia,27,695.0,60,Tren,Valencia,Sunday
61492,2023-02-12 16:51:00,Valencia - Sevilla,71,305.0,118,Autobús,Valencia,Sunday
61495,2023-02-12 16:54:00,Sevilla - Madrid,61,337.0,88,Autobús,Madrid,Sunday
61499,2023-02-12 16:58:00,Sevilla - Madrid,17,459.0,76,Tren,Madrid,Sunday
61502,2023-02-12 17:01:00,Barcelona - Valencia,97,547.0,68,Autobús,Barcelona,Sunday
61512,2023-02-12 17:11:00,Madrid - Zaragoza,74,642.0,92,Tren,Zaragoza,Sunday
61514,2023-02-12 17:13:00,Madrid - Malaga,48,604.0,0,Autobús,Madrid,Sunday
61520,2023-02-12 17:19:00,Madrid - Malaga,89,423.0,90,Autobús,Madrid,Sunday
61525,2023-02-12 17:24:00,Sevilla - Madrid,70,522.0,74,Autobús,Madrid,Sunday
61537,2023-02-12 17:36:00,Malaga - Sevilla,28,245.0,43,Autobús,Sevilla,Sunday
61549,2023-02-12 17:48:00,Madrid - Malaga,12,125.0,2,Tren,Malaga,Sunday
61567,2023-02-12 18:06:00,Bilbao - Madrid,16,650.0,27,Autobús,Madrid,Sunday
61570,2023-02-12 18:09:00,Madrid - Zaragoza,35,633.0,16,Tren,Zaragoza,Sunday
61578,2023-02-12 18:17:00,Madrid - Barcelona,35,594.0,47,Tren,Barcelona,Sunday
61583,2023-02-12 18:22:00,Bilbao - Madrid,54,405.0,60,Autobús,Madrid,Sunday
61584,2023-02-12 18:23:00,Bilbao - Madrid,22,80.0,81,Tren,Bilbao,Sunday
61586,2023-02-12 18:25:00,Valencia - Sevilla,18,344.0,82,Autobús,Valencia,Sunday
61589,2023-02-12 18:28:00,Madrid - Zaragoza,33,529.0,105,Autobús,Madrid,Sunday
61602,2023-02-12 18:41:00,Barcelona - Bilbao,19,627.0,17,Autobús,Bilbao,Sunday
61604,2023-02-12 18:43:00,Zaragoza - Barcelona,36,65.0,84,Autobús,Barcelona,Sunday
61608,2023-02-12 18:47:00,Barcelona - Bilbao,19,548.0,107,Autobús,Barcelona,Sunday
61611,2023-02-12 18:50:00,Zaragoza - Barcelona,68,655.0,15,Autobús,Zaragoza,Sunday
61619,2023-02-12 18:58:00,Barcelona - Bilbao,67,155.0,58,Autobús,Barcelona,Sunday
61634,2023-02-12 19:13:00,Malaga - Sevilla,48,556.0,112,Tren,Sevilla,Sunday
61637,2023-02-12 19:16:00,Bilbao - Madrid,34,452.0,76,Tren,Bilbao,Sunday
61640,2023-02-12 19:19:00,Bilbao - Madrid,17,177.0,32,Tren,Bilbao,Sunday
61648,2023-02-12 19:27:00,Barcelona - Valencia,26,102.0,89,Tren,Barcelona,Sunday
61677,2023-02-12 19:56:00,Barcelona - Valencia,32,410.0,50,Autobús,Barcelona,Sunday
61686,2023-02-12 20:05:00,Valencia - Sevilla,98,108.0,93,Autobús,Sevilla,Sunday
61688,2023-02-12 20:07:00,Madrid - Malaga,26,497.0,9,Autobús,Madrid,Sunday
61703,2023-02-12 20:22:00,Barcelona - Valencia,55,526.0,33,Tren,Valencia,Sunday
61706,2023-02-12 20:25:00,Madrid - Malaga,41,391.0,88,Autobús,Malaga,Sunday
61716,2023-02-12 20:35:00,Bilbao - Madrid,23,156.0,32,Tren,Bilbao,Sunday
61736,2023-02-12 20:55:00,Sevilla - Madrid,79,397.0,40,Tren,Madrid,Sunday
61746,2023-02-12 21:05:00,Malaga - Sevilla,18,78.0,97,Autobús,Sevilla,Sunday
61750,2023-02-12 21:09:00,Bilbao - Madrid,21,523.0,96,Tren,Madrid,Sunday
61754,2023-02-12 21:13:00,Bilbao - Madrid,44,161.0,9,Tren,Madrid,Sunday
61769,2023-02-12 21:28:00,Valencia - Sevilla,14,669.0,80,Autobús,Sevilla,Sunday
61774,2023-02-12 21:33:00,Malaga - Sevilla,45,321.0,46,Autobús,Malaga,Sunday
61783,2023-02-12 21:42:00,Madrid - Barcelona,63,571.0,59,Tren,Madrid,Sunday
61789,2023-02-12 21:48:00,Barcelona - Bilbao,50,258.0,35,Tren,Bilbao,Sunday
61808,2023-02-12 22:07:00,Barcelona - Valencia,49,408.0,58,Tren,Valencia,Sunday
61813,2023-02-12 22:12:00,Madrid - Malaga,41,194.0,98,Autobús,Malaga,Sunday
61815,2023-02-12 22:14:00,Valencia - Sevilla,45,51.0,1,Autobús,Valencia,Sunday
61827,2023-02-12 22:26:00,Madrid - Zaragoza,54,450.0,27,Autobús,Madrid,Sunday
61833,2023-02-12 22:32:00,Malaga - Sevilla,64,526.0,117,Autobús,Sevilla,Sunday
61837,2023-02-12 22:36:00,Malaga - Sevilla,88,710.0,9,Tren,Malaga,Sunday
61841,2023-02-12 22:40:00,Barcelona - Valencia,82,355.0,39,Autobús,Barcelona,Sunday
61847,2023-02-12 22:46:00,Barcelona - Valencia,70,466.0,98,Autobús,Valencia,Sunday
61857,2023-02-12 22:56:00,Bilbao - Madrid,94,536.0,25,Autobús,Bilbao,Sunday
61861,2023-02-12 23:00:00,Barcelona - Bilbao,79,651.0,44,Tren,Barcelona,Sunday
61870,2023-02-12 23:09:00,Barcelona - Valencia,53,64.0,114,Autobús,Valencia,Sunday
61872,2023-02-12 23:11:00,Malaga - Sevilla,15,32.0,109,Tren,Malaga,Sunday
61945,2023-02-13 00:24:00,Barcelona - Bilbao,70,487.0,83,Autobús,Bilbao,Monday
61960,2023-02-13 00:39:00,Malaga - Sevilla,89,377.0,16,Autobús,Sevilla,Monday
61972,2023-02-13 00:51:00,Malaga - Sevilla,56,716.0,105,Autobús,Malaga,Monday
61974,2023-02-13 00:53:00,Bilbao - Madrid,76,535.0,20,Tren,Madrid,Monday
61979,2023-02-13 00:58:00,Madrid - Malaga,89,68.0,93,Tren,Malaga,Monday
61980,2023-02-13 00:59:00,Malaga - Sevilla,38,99.0,115,Tren,Sevilla,Monday
61985,2023-02-13 01:04:00,Madrid - Zaragoza,42,384.0,7,Autobús,Zaragoza,Monday
61990,2023-02-13 01:09:00,Madrid - Barcelona,13,191.0,63,Tren,Barcelona,Monday
61991,2023-02-13 01:10:00,Zaragoza - Barcelona,49,352.0,51,Tren,Zaragoza,Monday
61993,2023-02-13 01:12:00,Zaragoza - Barcelona,16,87.0,106,Autobús,Barcelona,Monday
62000,2023-02-13 01:19:00,Bilbao - Madrid,84,31.0,100,Tren,Madrid,Monday
62005,2023-02-13 01:24:00,Barcelona - Bilbao,61,437.0,40,Tren,Bilbao,Monday
62039,2023-02-13 01:58:00,Barcelona - Bilbao,65,478.0,105,Tren,Barcelona,Monday
62053,2023-02-13 02:12:00,Madrid - Malaga,82,349.0,5,Tren,Madrid,Monday
62073,2023-02-13 02:32:00,Barcelona - Bilbao,74,715.0,54,Tren,Bilbao,Monday
62075,2023-02-13 02:34:00,Barcelona - Bilbao,81,263.0,35,Autobús,Bilbao,Monday
62077,2023-02-13 02:36:00,Madrid - Malaga,66,178.0,62,Tren,Madrid,Monday
62083,2023-02-13 02:42:00,Madrid - Zaragoza,57,446.0,57,Autobús,Zaragoza,Monday
62088,2023-02-13 02:47:00,Zaragoza - Barcelona,80,194.0,118,Autobús,Zaragoza,Monday
62090,2023-02-13 02:49:00,Madrid - Malaga,37,371.0,4,Tren,Madrid,Monday
62092,2023-02-13 02:51:00,Zaragoza - Barcelona,11,475.0,29,Autobús,Zaragoza,Monday
62096,2023-02-13 02:55:00,Sevilla - Madrid,14,630.0,16,Autobús,Sevilla,Monday
62103,2023-02-13 03:02:00,Bilbao - Madrid,11,128.0,107,Tren,Bilbao,Monday
62127,2023-02-13 03:26:00,Bilbao - Madrid,47,159.0,37,Autobús,Madrid,Monday
62129,2023-02-13 03:28:00,Barcelona - Valencia,72,127.0,25,Autobús,Valencia,Monday
62130,2023-02-13 03:29:00,Barcelona - Valencia,20,44.0,85,Tren,Valencia,Monday
62131,2023-02-13 03:30:00,Sevilla - Madrid,37,407.0,40,Tren,Madrid,Monday
62132,2023-02-13 03:31:00,Bilbao - Madrid,38,468.0,52,Autobús,Madrid,Monday
62153,2023-02-13 03:52:00,Bilbao - Madrid,57,566.0,66,Autobús,Madrid,Monday
62160,2023-02-13 03:59:00,Madrid - Barcelona,42,432.0,87,Tren,Barcelona,Monday
62163,2023-02-13 04:02:00,Madrid - Malaga,73,27.0,81,Autobús,Madrid,Monday
62166,2023-02-13 04:05:00,Valencia - Sevilla,28,278.0,3,Autobús,Valencia,Monday
62183,2023-02-13 04:22:00,Malaga - Sevilla,18,627.0,104,Autobús,Malaga,Monday
62203,2023-02-13 04:42:00,Valencia - Sevilla,71,73.0,0,Tren,Sevilla,Monday
62206,2023-02-13 04:45:00,Madrid - Zaragoza,46,681.0,4,Autobús,Zaragoza,Monday
62213,2023-02-13 04:52:00,Malaga - Sevilla,13,635.0,111,Autobús,Sevilla,Monday
62220,2023-02-13 04:59:00,Madrid - Zaragoza,47,543.0,90,Autobús,Zaragoza,Monday
62222,2023-02-13 05:01:00,Valencia - Sevilla,81,290.0,37,Autobús,Valencia,Monday
62237,2023-02-13 05:16:00,Bilbao - Madrid,61,46.0,92,Autobús,Bilbao,Monday
62239,2023-02-13 05:18:00,Sevilla - Madrid,13,158.0,74,Autobús,Sevilla,Monday
62242,2023-02-13 05:21:00,Malaga - Sevilla,42,107.0,103,Tren,Malaga,Monday
62244,2023-02-13 05:23:00,Barcelona - Bilbao,71,609.0,24,Tren,Barcelona,Monday
62248,2023-02-13 05:27:00,Madrid - Zaragoza,57,676.0,102,Tren,Zaragoza,Monday
62252,2023-02-13 05:31:00,Barcelona - Bilbao,35,168.0,7,Autobús,Bilbao,Monday
62257,2023-02-13 05:36:00,Madrid - Malaga,53,51.0,40,Tren,Madrid,Monday
62264,2023-02-13 05:43:00,Sevilla - Madrid,29,419.0,53,Autobús,Madrid,Monday
62274,2023-02-13 05:53:00,Madrid - Malaga,83,136.0,112,Tren,Madrid,Monday
62275,2023-02-13 05:54:00,Malaga - Sevilla,46,152.0,36,Tren,Malaga,Monday
62284,2023-02-13 06:03:00,Zaragoza - Barcelona,39,205.0,53,Autobús,Barcelona,Monday
62314,2023-02-13 06:33:00,Malaga - Sevilla,25,559.0,119,Autobús,Malaga,Monday
62318,2023-02-13 06:37:00,Barcelona - Valencia,25,515.0,102,Autobús,Valencia,Monday
62320,2023-02-13 06:39:00,Madrid - Malaga,79,283.0,71,Tren,Madrid,Monday
62323,2023-02-13 06:42:00,Bilbao - Madrid,86,555.0,82,Autobús,Bilbao,Monday
62324,2023-02-13 06:43:00,Barcelona - Bilbao,18,694.0,28,Autobús,Bilbao,Monday
62326,2023-02-13 06:45:00,Madrid - Zaragoza,61,96.0,41,Autobús,Zaragoza,Monday
62328,2023-02-13 06:47:00,Madrid - Zaragoza,75,697.0,96,Autobús,Madrid,Monday
62334,2023-02-13 06:53:00,Zaragoza - Barcelona,39,105.0,90,Autobús,Zaragoza,Monday
62339,2023-02-13 06:58:00,Madrid - Barcelona,48,214.0,108,Tren,Barcelona,Monday
62345,2023-02-13 07:04:00,Sevilla - Madrid,52,321.0,10,Tren,Madrid,Monday
62353,2023-02-13 07:12:00,Sevilla - Madrid,25,373.0,108,Tren,Madrid,Monday
62355,2023-02-13 07:14:00,Malaga - Sevilla,56,586.0,57,Autobús,Sevilla,Monday
62361,2023-02-13 07:20:00,Bilbao - Madrid,81,47.0,35,Autobús,Madrid,Monday
62375,2023-02-13 07:34:00,Bilbao - Madrid,89,36.0,14,Autobús,Madrid,Monday
62378,2023-02-13 07:37:00,Valencia - Sevilla,39,636.0,3,Tren,Valencia,Monday
62383,2023-02-13 07:42:00,Malaga - Sevilla,91,175.0,118,Tren,Malaga,Monday
62384,2023-02-13 07:43:00,Sevilla - Madrid,95,496.0,74,Autobús,Sevilla,Monday
62397,2023-02-13 07:56:00,Madrid - Zaragoza,74,486.0,57,Tren,Zaragoza,Monday
62399,2023-02-13 07:58:00,Valencia - Sevilla,24,72.0,115,Tren,Sevilla,Monday
62425,2023-02-13 08:24:00,Madrid - Barcelona,96,655.0,54,Tren,Madrid,Monday
62426,2023-02-13 08:25:00,Sevilla - Madrid,45,299.0,83,Tren,Sevilla,Monday
62432,2023-02-13 08:31:00,Zaragoza - Barcelona,20,205.0,97,Tren,Barcelona,Monday
62439,2023-02-13 08:38:00,Zaragoza - Barcelona,75,201.0,86,Tren,Barcelona,Monday
62440,2023-02-13 08:39:00,Valencia - Sevilla,77,537.0,105,Autobús,Sevilla,Monday
62446,2023-02-13 08:45:00,Malaga - Sevilla,14,16.0,90,Tren,Sevilla,Monday
62453,2023-02-13 08:52:00,Valencia - Sevilla,94,482.0,113,Autobús,Sevilla,Monday
62463,2023-02-13 09:02:00,Madrid - Barcelona,31,281.0,4,Tren,Barcelona,Monday
62466,2023-02-13 09:05:00,Zaragoza - Barcelona,78,503.0,27,Autobús,Barcelona,Monday
62481,2023-02-13 09:20:00,Barcelona - Bilbao,91,368.0,21,Tren,Barcelona,Monday
62488,2023-02-13 09:27:00,Valencia - Sevilla,78,209.0,51,Autobús,Valencia,Monday
62490,2023-02-13 09:29:00,Zaragoza - Barcelona,10,87.0,2,Tren,Zaragoza,Monday
62492,2023-02-13 09:31:00,Madrid - Zaragoza,44,717.0,53,Tren,Zaragoza,Monday
62497,2023-02-13 09:36:00,Bilbao - Madrid,95,199.0,119,Tren,Madrid,Monday
62501,2023-02-13 09:40:00,Madrid - Barcelona,54,715.0,13,Tren,Barcelona,Monday
62525,2023-02-13 10:04:00,Barcelona - Bilbao,61,634.0,105,Autobús,Barcelona,Monday
62530,2023-02-13 10:09:00,Zaragoza - Barcelona,50,676.0,92,Autobús,Zaragoza,Monday
62537,2023-02-13 10:16:00,Sevilla - Madrid,84,24.0,89,Tren,Sevilla,Monday
62552,2023-02-13 10:31:00,Madrid - Malaga,91,717.0,81,Tren,Malaga,Monday
62554,2023-02-13 10:33:00,Zaragoza - Barcelona,90,444.0,38,Autobús,Zaragoza,Monday
62562,2023-02-13 10:41:00,Malaga - Sevilla,63,373.0,40,Tren,Malaga,Monday
62563,2023-02-13 10:42:00,Barcelona - Bilbao,65,568.0,64,Autobús,Bilbao,Monday
62577,2023-02-13 10:56:00,Malaga - Sevilla,91,142.0,52,Tren,Malaga,Monday
62579,2023-02-13 10:58:00,Barcelona - Valencia,44,249.0,75,Tren,Valencia,Monday
62586,2023-02-13 11:05:00,Barcelona - Bilbao,17,595.0,114,Autobús,Bilbao,Monday
62615,2023-02-13 11:34:00,Sevilla - Madrid,98,271.0,36,Tren,Madrid,Monday
62625,2023-02-13 11:44:00,Madrid - Barcelona,50,164.0,43,Autobús,Madrid,Monday
62631,2023-02-13 11:50:00,Bilbao - Madrid,61,588.0,54,Autobús,Madrid,Monday
62635,2023-02-13 11:54:00,Zaragoza - Barcelona,94,609.0,18,Autobús,Barcelona,Monday
62637,2023-02-13 11:56:00,Bilbao - Madrid,59,205.0,67,Autobús,Bilbao,Monday
62644,2023-02-13 12:03:00,Barcelona - Bilbao,33,588.0,45,Tren,Bilbao,Monday
62668,2023-02-13 12:27:00,Zaragoza - Barcelona,63,244.0,26,Autobús,Zaragoza,Monday
62672,2023-02-13 12:31:00,Bilbao - Madrid,32,528.0,91,Autobús,Madrid,Monday
62673,2023-02-13 12:32:00,Madrid - Zaragoza,92,177.0,111,Tren,Zaragoza,Monday
62688,2023-02-13 12:47:00,Malaga - Sevilla,54,239.0,73,Tren,Malaga,Monday
62691,2023-02-13 12:50:00,Madrid - Malaga,55,675.0,47,Tren,Madrid,Monday
62692,2023-02-13 12:51:00,Zaragoza - Barcelona,66,631.0,34,Tren,Zaragoza,Monday
62708,2023-02-13 13:07:00,Sevilla - Madrid,87,675.0,50,Autobús,Sevilla,Monday
62737,2023-02-13 13:36:00,Bilbao - Madrid,99,100.0,116,Tren,Madrid,Monday
62741,2023-02-13 13:40:00,Madrid - Barcelona,54,385.0,111,Autobús,Barcelona,Monday
62750,2023-02-13 13:49:00,Zaragoza - Barcelona,62,529.0,70,Tren,Barcelona,Monday
62753,2023-02-13 13:52:00,Zaragoza - Barcelona,40,332.0,53,Tren,Zaragoza,Monday
62754,2023-02-13 13:53:00,Madrid - Barcelona,76,712.0,20,Tren,Barcelona,Monday
62759,2023-02-13 13:58:00,Malaga - Sevilla,36,557.0,37,Autobús,Malaga,Monday
62772,2023-02-13 14:11:00,Zaragoza - Barcelona,75,528.0,23,Tren,Zaragoza,Monday
62774,2023-02-13 14:13:00,Barcelona - Valencia,20,427.0,100,Tren,Barcelona,Monday
62787,2023-02-13 14:26:00,Malaga - Sevilla,46,119.0,43,Autobús,Malaga,Monday
62791,2023-02-13 14:30:00,Zaragoza - Barcelona,39,460.0,20,Autobús,Zaragoza,Monday
62806,2023-02-13 14:45:00,Zaragoza - Barcelona,84,378.0,9,Tren,Barcelona,Monday
62807,2023-02-13 14:46:00,Madrid - Barcelona,19,608.0,62,Autobús,Barcelona,Monday
62810,2023-02-13 14:49:00,Sevilla - Madrid,91,361.0,72,Tren,Sevilla,Monday
62811,2023-02-13 14:50:00,Bilbao - Madrid,52,466.0,36,Tren,Bilbao,Monday
62819,2023-02-13 14:58:00,Sevilla - Madrid,36,268.0,108,Autobús,Madrid,Monday
62821,2023-02-13 15:00:00,Zaragoza - Barcelona,20,108.0,117,Tren,Barcelona,Monday
62825,2023-02-13 15:04:00,Madrid - Barcelona,53,481.0,90,Autobús,Madrid,Monday
62840,2023-02-13 15:19:00,Barcelona - Valencia,10,70.0,76,Tren,Valencia,Monday
62846,2023-02-13 15:25:00,Valencia - Sevilla,40,299.0,52,Tren,Valencia,Monday
62853,2023-02-13 15:32:00,Zaragoza - Barcelona,26,644.0,63,Tren,Zaragoza,Monday
62860,2023-02-13 15:39:00,Madrid - Barcelona,50,632.0,55,Autobús,Madrid,Monday
62885,2023-02-13 16:04:00,Bilbao - Madrid,13,475.0,32,Autobús,Bilbao,Monday
62888,2023-02-13 16:07:00,Bilbao - Madrid,69,24.0,14,Autobús,Bilbao,Monday
62894,2023-02-13 16:13:00,Barcelona - Valencia,96,20.0,75,Tren,Valencia,Monday
62895,2023-02-13 16:14:00,Madrid - Zaragoza,47,717.0,101,Tren,Zaragoza,Monday
62901,2023-02-13 16:20:00,Sevilla - Madrid,54,557.0,97,Autobús,Madrid,Monday
62910,2023-02-13 16:29:00,Valencia - Sevilla,65,623.0,31,Tren,Valencia,Monday
62914,2023-02-13 16:33:00,Barcelona - Valencia,37,231.0,28,Autobús,Barcelona,Monday
62923,2023-02-13 16:42:00,Bilbao - Madrid,61,466.0,118,Tren,Madrid,Monday
62928,2023-02-13 16:47:00,Madrid - Zaragoza,35,280.0,68,Tren,Zaragoza,Monday
62930,2023-02-13 16:49:00,Madrid - Malaga,40,56.0,38,Tren,Malaga,Monday
62932,2023-02-13 16:51:00,Zaragoza - Barcelona,26,434.0,80,Autobús,Barcelona,Monday
62941,2023-02-13 17:00:00,Bilbao - Madrid,14,373.0,40,Autobús,Bilbao,Monday
62950,2023-02-13 17:09:00,Barcelona - Bilbao,20,52.0,19,Tren,Bilbao,Monday
62953,2023-02-13 17:12:00,Barcelona - Bilbao,61,167.0,94,Tren,Barcelona,Monday
62956,2023-02-13 17:15:00,Barcelona - Valencia,71,371.0,7,Autobús,Barcelona,Monday
62971,2023-02-13 17:30:00,Sevilla - Madrid,24,111.0,18,Autobús,Sevilla,Monday
62978,2023-02-13 17:37:00,Bilbao - Madrid,17,669.0,81,Autobús,Madrid,Monday
62993,2023-02-13 17:52:00,Sevilla - Madrid,14,684.0,12,Tren,Madrid,Monday
62994,2023-02-13 17:53:00,Zaragoza - Barcelona,55,654.0,59,Tren,Zaragoza,Monday
63004,2023-02-13 18:03:00,Barcelona - Bilbao,36,631.0,105,Tren,Bilbao,Monday
63011,2023-02-13 18:10:00,Madrid - Zaragoza,33,562.0,88,Autobús,Zaragoza,Monday
63021,2023-02-13 18:20:00,Valencia - Sevilla,65,602.0,118,Tren,Sevilla,Monday
63028,2023-02-13 18:27:00,Zaragoza - Barcelona,42,622.0,31,Tren,Zaragoza,Monday
63030,2023-02-13 18:29:00,Madrid - Malaga,51,487.0,7,Tren,Madrid,Monday
63046,2023-02-13 18:45:00,Barcelona - Valencia,99,679.0,115,Autobús,Valencia,Monday
63058,2023-02-13 18:57:00,Valencia - Sevilla,28,113.0,90,Tren,Valencia,Monday
63063,2023-02-13 19:02:00,Bilbao - Madrid,31,305.0,81,Tren,Bilbao,Monday
63065,2023-02-13 19:04:00,Valencia - Sevilla,99,105.0,51,Tren,Valencia,Monday
63066,2023-02-13 19:05:00,Madrid - Zaragoza,76,480.0,18,Tren,Zaragoza,Monday
63076,2023-02-13 19:15:00,Bilbao - Madrid,65,31.0,2,Autobús,Bilbao,Monday
63093,2023-02-13 19:32:00,Sevilla - Madrid,80,669.0,93,Autobús,Sevilla,Monday
63102,2023-02-13 19:41:00,Bilbao - Madrid,86,296.0,74,Tren,Bilbao,Monday
63110,2023-02-13 19:49:00,Madrid - Malaga,78,334.0,14,Autobús,Malaga,Monday
63113,2023-02-13 19:52:00,Barcelona - Valencia,36,169.0,56,Tren,Barcelona,Monday
63135,2023-02-13 20:14:00,Madrid - Barcelona,77,429.0,2,Tren,Barcelona,Monday
63139,2023-02-13 20:18:00,Sevilla - Madrid,30,464.0,10,Autobús,Madrid,Monday
63160,2023-02-13 20:39:00,Malaga - Sevilla,26,654.0,96,Tren,Malaga,Monday
63164,2023-02-13 20:43:00,Madrid - Barcelona,50,194.0,70,Autobús,Madrid,Monday
63172,2023-02-13 20:51:00,Malaga - Sevilla,63,383.0,40,Tren,Malaga,Monday
63175,2023-02-13 20:54:00,Bilbao - Madrid,20,269.0,0,Tren,Madrid,Monday
63179,2023-02-13 20:58:00,Barcelona - Valencia,41,645.0,44,Autobús,Barcelona,Monday
63185,2023-02-13 21:04:00,Barcelona - Valencia,37,214.0,66,Autobús,Barcelona,Monday
63192,2023-02-13 21:11:00,Madrid - Barcelona,53,719.0,41,Autobús,Barcelona,Monday
63198,2023-02-13 21:17:00,Sevilla - Madrid,68,59.0,68,Autobús,Sevilla,Monday
63202,2023-02-13 21:21:00,Madrid - Barcelona,50,255.0,59,Tren,Barcelona,Monday
63208,2023-02-13 21:27:00,Zaragoza - Barcelona,91,260.0,35,Autobús,Zaragoza,Monday
63211,2023-02-13 21:30:00,Sevilla - Madrid,89,662.0,13,Autobús,Sevilla,Monday
63215,2023-02-13 21:34:00,Madrid - Barcelona,92,232.0,50,Tren,Barcelona,Monday
63218,2023-02-13 21:37:00,Valencia - Sevilla,56,324.0,29,Tren,Valencia,Monday
63232,2023-02-13 21:51:00,Valencia - Sevilla,45,474.0,4,Autobús,Valencia,Monday
63234,2023-02-13 21:53:00,Zaragoza - Barcelona,88,568.0,34,Tren,Barcelona,Monday
63237,2023-02-13 21:56:00,Madrid - Barcelona,70,406.0,60,Autobús,Barcelona,Monday
63246,2023-02-13 22:05:00,Bilbao - Madrid,13,350.0,82,Autobús,Bilbao,Monday
63267,2023-02-13 22:26:00,Sevilla - Madrid,88,274.0,94,Tren,Madrid,Monday
63269,2023-02-13 22:28:00,Madrid - Zaragoza,99,652.0,5,Autobús,Madrid,Monday
63273,2023-02-13 22:32:00,Sevilla - Madrid,33,197.0,74,Tren,Madrid,Monday
63274,2023-02-13 22:33:00,Bilbao - Madrid,30,137.0,88,Tren,Madrid,Monday
63284,2023-02-13 22:43:00,Barcelona - Valencia,59,520.0,8,Autobús,Valencia,Monday
63292,2023-02-13 22:51:00,Zaragoza - Barcelona,80,611.0,81,Tren,Barcelona,Monday
63302,2023-02-13 23:01:00,Madrid - Zaragoza,88,103.0,26,Tren,Zaragoza,Monday
63303,2023-02-13 23:02:00,Madrid - Zaragoza,88,289.0,66,Autobús,Zaragoza,Monday
63319,2023-02-13 23:18:00,Sevilla - Madrid,66,82.0,88,Tren,Sevilla,Monday
63323,2023-02-13 23:22:00,Valencia - Sevilla,46,335.0,38,Tren,Sevilla,Monday
63327,2023-02-13 23:26:00,Malaga - Sevilla,77,547.0,92,Tren,Malaga,Monday
63329,2023-02-13 23:28:00,Bilbao - Madrid,46,714.0,99,Autobús,Bilbao,Monday
63333,2023-02-13 23:32:00,Madrid - Zaragoza,93,191.0,26,Tren,Madrid,Monday
63337,2023-02-13 23:36:00,Malaga - Sevilla,49,106.0,119,Tren,Malaga,Monday
63346,2023-02-13 23:45:00,Bilbao - Madrid,97,217.0,101,Tren,Bilbao,Monday
63348,2023-02-13 23:47:00,Valencia - Sevilla,97,574.0,42,Autobús,Valencia,Monday
63350,2023-02-13 23:49:00,Bilbao - Madrid,52,356.0,72,Tren,Madrid,Monday
63359,2023-02-13 23:58:00,Madrid - Malaga,57,528.0,17,Tren,Madrid,Monday
63381,2023-02-14 00:20:00,Barcelona - Valencia,46,175.0,24,Autobús,Valencia,Tuesday
63384,2023-02-14 00:23:00,Sevilla - Madrid,76,526.0,65,Autobús,Sevilla,Tuesday
63386,2023-02-14 00:25:00,Valencia - Sevilla,22,118.0,84,Tren,Sevilla,Tuesday
63388,2023-02-14 00:27:00,Madrid - Barcelona,14,56.0,2,Tren,Madrid,Tuesday
63393,2023-02-14 00:32:00,Malaga - Sevilla,71,501.0,28,Autobús,Sevilla,Tuesday
63400,2023-02-14 00:39:00,Zaragoza - Barcelona,18,339.0,75,Tren,Zaragoza,Tuesday
63420,2023-02-14 00:59:00,Barcelona - Bilbao,90,595.0,97,Tren,Barcelona,Tuesday
63424,2023-02-14 01:03:00,Madrid - Zaragoza,80,149.0,84,Autobús,Madrid,Tuesday
63427,2023-02-14 01:06:00,Barcelona - Bilbao,28,104.0,39,Tren,Barcelona,Tuesday
63428,2023-02-14 01:07:00,Madrid - Barcelona,85,519.0,92,Autobús,Barcelona,Tuesday
63441,2023-02-14 01:20:00,Malaga - Sevilla,68,564.0,28,Tren,Sevilla,Tuesday
63444,2023-02-14 01:23:00,Madrid - Barcelona,81,584.0,32,Tren,Madrid,Tuesday
63463,2023-02-14 01:42:00,Zaragoza - Barcelona,12,388.0,51,Tren,Barcelona,Tuesday
63471,2023-02-14 01:50:00,Barcelona - Valencia,26,102.0,88,Tren,Valencia,Tuesday
63489,2023-02-14 02:08:00,Malaga - Sevilla,21,311.0,56,Autobús,Malaga,Tuesday
63509,2023-02-14 02:28:00,Sevilla - Madrid,73,269.0,115,Autobús,Madrid,Tuesday
63518,2023-02-14 02:37:00,Madrid - Malaga,34,136.0,117,Tren,Malaga,Tuesday
63532,2023-02-14 02:51:00,Bilbao - Madrid,40,268.0,109,Autobús,Bilbao,Tuesday
63533,2023-02-14 02:52:00,Bilbao - Madrid,72,210.0,109,Tren,Bilbao,Tuesday
63538,2023-02-14 02:57:00,Barcelona - Valencia,53,656.0,21,Autobús,Barcelona,Tuesday
63539,2023-02-14 02:58:00,Malaga - Sevilla,32,202.0,91,Autobús,Malaga,Tuesday
63550,2023-02-14 03:09:00,Valencia - Sevilla,98,510.0,37,Autobús,Valencia,Tuesday
63559,2023-02-14 03:18:00,Madrid - Barcelona,52,716.0,110,Tren,Madrid,Tuesday
63565,2023-02-14 03:24:00,Sevilla - Madrid,21,523.0,82,Autobús,Sevilla,Tuesday
63571,2023-02-14 03:30:00,Sevilla - Madrid,39,612.0,89,Autobús,Madrid,Tuesday
63586,2023-02-14 03:45:00,Sevilla - Madrid,64,104.0,38,Tren,Sevilla,Tuesday
