Ruta,Numero_Pasajeros,Duracion_Viaje_Minutos,Retraso_Minutos,Tipo_Transporte,Region,Dia_Semana,Mes,Día,Hora,Minuto
Valencia - Sevilla,84,507.0,100,1,Valencia,5,2,4,9,38
Madrid - Barcelona,75,134.0,101,2,Madrid,5,2,4,9,48
Valencia - Sevilla,79,361.0,46,2,Sevilla,5,2,4,9,52
Barcelona - Bilbao,53,422.0,78,2,Bilbao,5,2,4,9,58
Barcelona - Bilbao,82,666.0,62,1,Bilbao,5,2,4,10,2
Bilbao - Madrid,23,456.0,36,1,Madrid,5,2,4,10,10
Madrid - Zaragoza,53,412.0,20,2,Zaragoza,5,2,4,10,27
Bilbao - Madrid,74,415.0,8,2,Madrid,5,2,4,10,30
Valencia - Sevilla,55,136.0,3,1,Sevilla,5,2,4,10,38
Malaga - Sevilla,36,144.0,24,1,Malaga,5,2,4,10,43
Madrid - Barcelona,48,422.0,117,2,Madrid,5,2,4,10,49
Sevilla - Madrid,27,526.0,53,2,Sevilla,5,2,4,10,51
Madrid - Zaragoza,78,489.0,20,1,Zaragoza,5,2,4,10,57
Malaga - Sevilla,41,158.0,108,2,Malaga,5,2,4,11,24
Barcelona - Bilbao,77,571.0,71,1,Barcelona,5,2,4,11,33
Madrid - Malaga,36,379.0,10,1,Malaga,5,2,4,11,35
Barcelona - Bilbao,17,541.0,94,1,Bilbao,5,2,4,11,38
Zaragoza - Barcelona,81,289.0,70,1,Barcelona,5,2,4,11,40
Madrid - Malaga,80,511.0,80,2,Malaga,5,2,4,11,41
Barcelona - Valencia,41,543.0,118,2,Barcelona,5,2,4,11,47
Barcelona - Bilbao,92,141.0,92,1,Bilbao,5,2,4,11,48
Sevilla - Madrid,53,187.0,21,2,Madrid,5,2,4,12,17
Madrid - Barcelona,54,574.0,16,2,Madrid,5,2,4,12,20
Bilbao - Madrid,91,293.0,77,1,Bilbao,5,2,4,12,21
Madrid - Barcelona,17,365.0,107,2,Barcelona,5,2,4,12,23
Barcelona - Valencia,93,371.0,23,1,Valencia,5,2,4,12,36
Valencia - Sevilla,42,658.0,6,1,Sevilla,5,2,4,12,50
Madrid - Malaga,83,212.0,51,1,Madrid,5,2,4,13,8
Madrid - Malaga,37,407.0,1,1,Madrid,5,2,4,13,11
Bilbao - Madrid,24,389.0,50,1,Madrid,5,2,4,13,13
Madrid - Zaragoza,89,537.0,102,2,Madrid,5,2,4,13,21
Valencia - Sevilla,28,302.0,110,1,Valencia,5,2,4,13,24
Sevilla - Madrid,59,607.0,118,2,Sevilla,5,2,4,13,31
Barcelona - Valencia,64,408.0,82,2,Barcelona,5,2,4,13,50
Madrid - Zaragoza,44,148.0,96,2,Zaragoza,5,2,4,13,55
Bilbao - Madrid,27,510.0,0,1,Madrid,5,2,4,14,12
Bilbao - Madrid,75,242.0,110,1,Bilbao,5,2,4,14,17
Bilbao - Madrid,21,660.0,97,2,Madrid,5,2,4,14,24
Madrid - Malaga,96,249.0,33,1,Madrid,5,2,4,14,31
Bilbao - Madrid,16,366.0,14,1,Bilbao,5,2,4,14,33
Madrid - Zaragoza,50,696.0,98,1,Zaragoza,5,2,4,14,51
Valencia - Sevilla,40,165.0,85,1,Valencia,5,2,4,14,56
Sevilla - Madrid,16,208.0,97,2,Sevilla,5,2,4,15,1
Bilbao - Madrid,69,561.0,110,1,Bilbao,5,2,4,15,5
Madrid - Malaga,62,485.0,45,1,Madrid,5,2,4,15,8
Malaga - Sevilla,83,681.0,44,1,Sevilla,5,2,4,15,33
Madrid - Zaragoza,20,155.0,7,2,Zaragoza,5,2,4,15,42
Zaragoza - Barcelona,94,425.0,38,2,Barcelona,5,2,4,16,0
Barcelona - Bilbao,73,697.0,32,2,Bilbao,5,2,4,16,3
Madrid - Barcelona,66,277.0,118,2,Barcelona,5,2,4,16,6
Madrid - Zaragoza,23,243.0,111,2,Madrid,5,2,4,16,11
Madrid - Barcelona,94,270.0,91,1,Barcelona,5,2,4,16,14
Valencia - Sevilla,69,368.0,90,1,Valencia,5,2,4,16,24
Zaragoza - Barcelona,77,367.0,80,2,Barcelona,5,2,4,16,30
Madrid - Malaga,71,481.0,19,2,Madrid,5,2,4,16,31
Barcelona - Valencia,86,459.0,55,2,Valencia,5,2,4,16,32
Valencia - Sevilla,26,125.0,74,2,Valencia,5,2,4,16,33
Malaga - Sevilla,60,245.0,102,2,Sevilla,5,2,4,16,36
Madrid - Barcelona,83,270.0,106,2,Barcelona,5,2,4,16,37
Valencia - Sevilla,36,437.0,116,1,Valencia,5,2,4,16,38
Barcelona - Bilbao,14,412.0,69,2,Bilbao,5,2,4,16,47
Sevilla - Madrid,14,242.0,69,1,Madrid,5,2,4,16,49
Madrid - Malaga,41,652.0,40,2,Malaga,5,2,4,16,50
Madrid - Malaga,47,163.0,4,1,Madrid,5,2,4,16,51
Madrid - Zaragoza,51,434.0,4,1,Madrid,5,2,4,16,58
Barcelona - Bilbao,82,389.0,103,2,Barcelona,5,2,4,17,9
Madrid - Barcelona,81,156.0,119,2,Madrid,5,2,4,17,15
Barcelona - Valencia,40,541.0,116,2,Valencia,5,2,4,17,24
Valencia - Sevilla,47,492.0,55,1,Sevilla,5,2,4,17,26
Madrid - Barcelona,78,643.0,7,2,Madrid,5,2,4,17,35
Valencia - Sevilla,65,620.0,27,1,Valencia,5,2,4,17,36
Madrid - Malaga,62,535.0,61,1,Madrid,5,2,4,17,39
Sevilla - Madrid,38,385.0,102,1,Madrid,5,2,4,17,41
Madrid - Zaragoza,28,432.0,118,2,Zaragoza,5,2,4,17,47
Barcelona - Valencia,63,395.0,90,2,Valencia,5,2,4,17,55
Madrid - Zaragoza,73,210.0,80,1,Zaragoza,5,2,4,17,59
Barcelona - Bilbao,86,281.0,80,2,Barcelona,5,2,4,18,3
Malaga - Sevilla,78,303.0,56,1,Malaga,5,2,4,18,9
Madrid - Zaragoza,31,129.0,114,1,Zaragoza,5,2,4,18,24
Madrid - Malaga,93,401.0,54,2,Madrid,5,2,4,18,31
Valencia - Sevilla,87,523.0,48,2,Valencia,5,2,4,18,36
Madrid - Zaragoza,90,386.0,119,1,Zaragoza,5,2,4,18,40
Barcelona - Bilbao,99,358.0,43,1,Bilbao,5,2,4,18,45
Madrid - Malaga,59,546.0,112,2,Malaga,5,2,4,18,55
Madrid - Zaragoza,82,549.0,111,1,Madrid,5,2,4,19,10
Madrid - Malaga,26,345.0,101,2,Madrid,5,2,4,19,20
Sevilla - Madrid,78,581.0,100,2,Sevilla,5,2,4,19,24
Madrid - Malaga,52,631.0,48,1,Madrid,5,2,4,19,28
Madrid - Malaga,66,327.0,109,1,Malaga,5,2,4,19,35
Bilbao - Madrid,96,164.0,37,2,Madrid,5,2,4,19,51
Madrid - Malaga,40,135.0,30,1,Malaga,5,2,4,19,55
Bilbao - Madrid,24,237.0,58,1,Bilbao,5,2,4,19,59
Bilbao - Madrid,20,148.0,17,2,Madrid,5,2,4,20,18
Bilbao - Madrid,92,655.0,24,1,Bilbao,5,2,4,20,21
Zaragoza - Barcelona,41,678.0,73,2,Zaragoza,5,2,4,20,24
Barcelona - Bilbao,49,201.0,117,2,Bilbao,5,2,4,20,32
Zaragoza - Barcelona,29,261.0,74,1,Barcelona,5,2,4,20,38
Bilbao - Madrid,81,401.0,52,1,Bilbao,5,2,4,20,41
Bilbao - Madrid,47,319.0,11,1,Madrid,5,2,4,20,44
Sevilla - Madrid,65,487.0,46,1,Sevilla,5,2,4,20,49
Zaragoza - Barcelona,36,359.0,107,2,Zaragoza,5,2,4,20,51
Valencia - Sevilla,56,405.0,54,1,Valencia,5,2,4,20,58
Madrid - Barcelona,50,332.0,29,1,Barcelona,5,2,4,21,10
Barcelona - Valencia,87,154.0,38,1,Valencia,5,2,4,21,17
Madrid - Zaragoza,65,608.0,39,1,Zaragoza,5,2,4,21,22
Malaga - Sevilla,80,329.0,34,2,Malaga,5,2,4,21,24
Bilbao - Madrid,61,590.0,30,2,Madrid,5,2,4,21,33
Malaga - Sevilla,81,140.0,59,1,Malaga,5,2,4,21,39
Malaga - Sevilla,13,584.0,26,2,Malaga,5,2,4,21,43
Madrid - Barcelona,62,252.0,79,1,Madrid,5,2,4,21,53
Sevilla - Madrid,27,584.0,109,1,Sevilla,5,2,4,22,8
Zaragoza - Barcelona,67,198.0,11,2,Zaragoza,5,2,4,22,16
Malaga - Sevilla,38,274.0,5,1,Sevilla,5,2,4,22,25
Malaga - Sevilla,91,386.0,97,1,Malaga,5,2,4,22,28
Madrid - Zaragoza,20,344.0,36,2,Zaragoza,5,2,4,22,34
Madrid - Barcelona,16,714.0,78,2,Madrid,5,2,4,22,39
Valencia - Sevilla,83,680.0,7,2,Sevilla,5,2,4,22,41
Sevilla - Madrid,47,256.0,79,2,Madrid,5,2,4,22,43
Malaga - Sevilla,78,253.0,61,2,Malaga,5,2,4,22,50
Malaga - Sevilla,22,673.0,110,1,Sevilla,5,2,4,23,9
Zaragoza - Barcelona,34,143.0,106,1,Zaragoza,5,2,4,23,23
Sevilla - Madrid,32,415.0,72,2,Sevilla,5,2,4,23,26
Barcelona - Bilbao,97,410.0,2,2,Barcelona,5,2,4,23,29
Madrid - Zaragoza,77,536.0,33,2,Madrid,5,2,4,23,32
Zaragoza - Barcelona,90,268.0,112,1,Barcelona,5,2,4,23,42
Barcelona - Valencia,12,660.0,113,1,Barcelona,5,2,4,23,45
Valencia - Sevilla,94,566.0,89,1,Valencia,5,2,4,23,53
Madrid - Barcelona,44,572.0,95,1,Madrid,5,2,4,23,58
Zaragoza - Barcelona,10,594.0,118,2,Barcelona,6,2,5,0,6
Madrid - Barcelona,22,319.0,33,2,Madrid,6,2,5,0,7
Bilbao - Madrid,15,234.0,84,2,Madrid,6,2,5,0,10
Malaga - Sevilla,99,260.0,52,2,Malaga,6,2,5,0,26
Malaga - Sevilla,38,421.0,71,1,Malaga,6,2,5,0,36
Barcelona - Valencia,73,614.0,26,2,Valencia,6,2,5,0,52
Bilbao - Madrid,97,281.0,100,2,Madrid,6,2,5,0,53
Madrid - Malaga,96,670.0,14,2,Madrid,6,2,5,1,8
Sevilla - Madrid,45,390.0,19,2,Sevilla,6,2,5,1,11
Barcelona - Bilbao,30,681.0,67,2,Bilbao,6,2,5,1,14
Madrid - Barcelona,80,568.0,20,1,Madrid,6,2,5,1,17
Barcelona - Valencia,78,583.0,82,2,Valencia,6,2,5,1,21
Barcelona - Valencia,58,170.0,27,2,Barcelona,6,2,5,1,45
Barcelona - Valencia,58,471.0,49,1,Valencia,6,2,5,1,52
Madrid - Barcelona,95,246.0,82,1,Madrid,6,2,5,1,57
Madrid - Barcelona,94,390.0,109,2,Barcelona,6,2,5,2,1
Madrid - Zaragoza,34,286.0,98,1,Zaragoza,6,2,5,2,7
Zaragoza - Barcelona,69,160.0,71,2,Zaragoza,6,2,5,2,11
Barcelona - Bilbao,23,478.0,17,1,Bilbao,6,2,5,2,22
Barcelona - Bilbao,78,358.0,71,2,Barcelona,6,2,5,2,26
Bilbao - Madrid,74,503.0,19,2,Bilbao,6,2,5,2,28
Barcelona - Bilbao,33,391.0,70,1,Barcelona,6,2,5,2,33
Madrid - Malaga,23,324.0,47,2,Madrid,6,2,5,2,37
Sevilla - Madrid,41,561.0,0,2,Sevilla,6,2,5,2,48
Madrid - Malaga,72,288.0,64,2,Madrid,6,2,5,3,9
Bilbao - Madrid,93,191.0,61,2,Madrid,6,2,5,3,18
Valencia - Sevilla,34,569.0,86,2,Valencia,6,2,5,3,35
Madrid - Zaragoza,65,178.0,40,1,Madrid,6,2,5,3,36
Madrid - Zaragoza,45,699.0,76,2,Zaragoza,6,2,5,3,45
Madrid - Barcelona,12,197.0,95,2,Barcelona,6,2,5,3,51
Madrid - Barcelona,98,161.0,46,1,Madrid,6,2,5,3,53
Barcelona - Valencia,91,501.0,113,1,Barcelona,6,2,5,3,54
Barcelona - Valencia,40,264.0,78,1,Valencia,6,2,5,4,0
Madrid - Zaragoza,81,339.0,7,2,Madrid,6,2,5,4,11
Valencia - Sevilla,38,461.0,107,1,Valencia,6,2,5,4,12
Madrid - Zaragoza,18,364.0,48,1,Madrid,6,2,5,4,17
Sevilla - Madrid,73,517.0,33,2,Sevilla,6,2,5,4,21
Madrid - Zaragoza,68,630.0,77,1,Madrid,6,2,5,4,36
Valencia - Sevilla,28,505.0,81,2,Sevilla,6,2,5,4,46
Madrid - Barcelona,52,539.0,66,2,Madrid,6,2,5,4,48
Zaragoza - Barcelona,59,175.0,67,1,Zaragoza,6,2,5,5,1
Madrid - Barcelona,77,660.0,21,1,Madrid,6,2,5,5,50
Zaragoza - Barcelona,34,291.0,49,2,Zaragoza,6,2,5,5,56
Zaragoza - Barcelona,46,717.0,28,2,Zaragoza,6,2,5,6,6
Barcelona - Valencia,29,318.0,85,1,Barcelona,6,2,5,6,36
Madrid - Malaga,59,415.0,42,2,Madrid,6,2,5,6,39
Valencia - Sevilla,40,478.0,117,1,Valencia,6,2,5,7,7
Madrid - Malaga,74,133.0,47,2,Malaga,6,2,5,7,23
Malaga - Sevilla,14,367.0,32,1,Malaga,6,2,5,7,30
Madrid - Zaragoza,85,423.0,32,1,Zaragoza,6,2,5,7,35
Sevilla - Madrid,64,592.0,92,2,Sevilla,6,2,5,7,45
Malaga - Sevilla,46,499.0,30,1,Malaga,6,2,5,7,49
Madrid - Zaragoza,22,518.0,61,2,Madrid,6,2,5,7,56
Madrid - Malaga,73,515.0,27,2,Malaga,6,2,5,8,38
Malaga - Sevilla,67,270.0,93,1,Malaga,6,2,5,8,53
Sevilla - Madrid,59,341.0,21,2,Sevilla,6,2,5,8,55
Malaga - Sevilla,83,416.0,117,1,Sevilla,6,2,5,9,4
Valencia - Sevilla,88,649.0,113,2,Sevilla,6,2,5,9,10
Barcelona - Bilbao,30,277.0,61,2,Barcelona,6,2,5,9,12
Madrid - Barcelona,41,625.0,47,1,Madrid,6,2,5,9,13
Zaragoza - Barcelona,11,417.0,51,1,Barcelona,6,2,5,9,16
Madrid - Malaga,41,619.0,41,2,Madrid,6,2,5,9,21
Bilbao - Madrid,56,517.0,41,1,Bilbao,6,2,5,9,22
Sevilla - Madrid,24,705.0,116,1,Sevilla,6,2,5,9,28
Madrid - Malaga,99,159.0,89,1,Madrid,6,2,5,9,33
Barcelona - Valencia,73,659.0,62,2,Barcelona,6,2,5,9,34
Zaragoza - Barcelona,74,582.0,75,2,Zaragoza,6,2,5,9,44
Barcelona - Bilbao,20,192.0,106,1,Bilbao,6,2,5,9,45
Madrid - Malaga,75,574.0,57,2,Malaga,6,2,5,9,48
Madrid - Malaga,78,326.0,79,1,Madrid,6,2,5,9,49
Madrid - Barcelona,42,366.0,11,2,Barcelona,6,2,5,10,1
Madrid - Zaragoza,77,715.0,84,1,Madrid,6,2,5,10,3
Madrid - Zaragoza,76,518.0,4,2,Zaragoza,6,2,5,10,4
Madrid - Malaga,52,309.0,27,1,Madrid,6,2,5,10,19
Valencia - Sevilla,65,582.0,99,2,Sevilla,6,2,5,10,36
Sevilla - Madrid,46,401.0,103,1,Madrid,6,2,5,10,40
Valencia - Sevilla,19,369.0,61,1,Sevilla,6,2,5,10,44
Zaragoza - Barcelona,16,647.0,110,1,Barcelona,6,2,5,10,48
Bilbao - Madrid,64,713.0,33,1,Bilbao,6,2,5,11,3
Barcelona - Bilbao,38,230.0,35,1,Bilbao,6,2,5,11,9
Sevilla - Madrid,20,169.0,54,1,Madrid,6,2,5,11,16
Madrid - Malaga,51,690.0,26,1,Madrid,6,2,5,11,22
Valencia - Sevilla,35,704.0,60,1,Sevilla,6,2,5,11,26
Madrid - Zaragoza,28,328.0,26,2,Madrid,6,2,5,11,58
Bilbao - Madrid,54,564.0,61,2,Bilbao,6,2,5,12,9
Valencia - Sevilla,68,181.0,93,2,Valencia,6,2,5,12,10
Barcelona - Valencia,80,211.0,94,2,Valencia,6,2,5,12,15
Zaragoza - Barcelona,87,338.0,70,1,Barcelona,6,2,5,12,20
Malaga - Sevilla,41,709.0,2,1,Malaga,6,2,5,12,59
Valencia - Sevilla,85,543.0,115,2,Valencia,6,2,5,13,2
Zaragoza - Barcelona,20,516.0,29,1,Barcelona,6,2,5,13,11
Madrid - Zaragoza,97,678.0,49,1,Zaragoza,6,2,5,13,13
Barcelona - Bilbao,91,623.0,118,1,Barcelona,6,2,5,13,26
Malaga - Sevilla,35,508.0,88,2,Sevilla,6,2,5,13,32
Madrid - Malaga,59,714.0,103,2,Malaga,6,2,5,13,55
Madrid - Zaragoza,57,654.0,7,2,Madrid,6,2,5,14,0
Madrid - Zaragoza,69,669.0,92,2,Zaragoza,6,2,5,14,11
Madrid - Malaga,91,395.0,29,2,Malaga,6,2,5,14,18
Madrid - Zaragoza,72,610.0,51,2,Zaragoza,6,2,5,14,50
Valencia - Sevilla,14,181.0,76,1,Valencia,6,2,5,15,3
Malaga - Sevilla,18,624.0,14,2,Malaga,6,2,5,15,9
Barcelona - Valencia,70,617.0,48,1,Valencia,6,2,5,15,13
Madrid - Malaga,51,379.0,39,2,Madrid,6,2,5,15,16
Madrid - Zaragoza,89,671.0,108,1,Madrid,6,2,5,15,28
Malaga - Sevilla,28,569.0,99,2,Sevilla,6,2,5,15,31
Sevilla - Madrid,85,209.0,6,2,Sevilla,6,2,5,16,5
Barcelona - Valencia,96,566.0,26,1,Barcelona,6,2,5,16,8
Valencia - Sevilla,66,188.0,110,1,Valencia,6,2,5,16,20
Madrid - Barcelona,78,456.0,44,1,Madrid,6,2,5,16,29
Bilbao - Madrid,14,383.0,7,2,Bilbao,6,2,5,16,35
Malaga - Sevilla,87,302.0,38,2,Sevilla,6,2,5,16,45
Sevilla - Madrid,14,206.0,25,1,Madrid,6,2,5,16,47
Sevilla - Madrid,83,212.0,63,1,Sevilla,6,2,5,16,48
Valencia - Sevilla,58,468.0,81,1,Sevilla,6,2,5,16,50
Sevilla - Madrid,85,610.0,100,2,Sevilla,6,2,5,16,58
Bilbao - Madrid,20,652.0,23,1,Madrid,6,2,5,17,3
Malaga - Sevilla,68,399.0,77,1,Malaga,6,2,5,17,7
Madrid - Barcelona,91,409.0,95,1,Barcelona,6,2,5,17,18
Sevilla - Madrid,67,463.0,75,2,Sevilla,6,2,5,17,21
Malaga - Sevilla,26,644.0,51,2,Sevilla,6,2,5,17,23
Madrid - Zaragoza,54,712.0,62,2,Zaragoza,6,2,5,17,27
Malaga - Sevilla,81,394.0,69,1,Sevilla,6,2,5,17,29
Valencia - Sevilla,12,367.0,107,1,Sevilla,6,2,5,17,30
Barcelona - Valencia,86,263.0,111,1,Valencia,6,2,5,17,38
Barcelona - Bilbao,49,266.0,96,1,Bilbao,6,2,5,17,41
Valencia - Sevilla,78,427.0,30,2,Sevilla,6,2,5,17,49
Bilbao - Madrid,73,317.0,117,2,Bilbao,6,2,5,17,57
Valencia - Sevilla,11,321.0,23,2,Valencia,6,2,5,18,5
Bilbao - Madrid,40,316.0,109,2,Madrid,6,2,5,18,6
Valencia - Sevilla,74,390.0,109,1,Valencia,6,2,5,18,8
Barcelona - Valencia,95,696.0,70,1,Valencia,6,2,5,18,38
Zaragoza - Barcelona,81,188.0,99,2,Barcelona,6,2,5,18,41
Malaga - Sevilla,34,708.0,113,2,Sevilla,6,2,5,18,47
Zaragoza - Barcelona,63,404.0,74,2,Zaragoza,6,2,5,18,56
Zaragoza - Barcelona,88,451.0,47,1,Zaragoza,6,2,5,18,59
Barcelona - Valencia,29,170.0,59,2,Valencia,6,2,5,19,7
Bilbao - Madrid,99,524.0,113,1,Bilbao,6,2,5,19,10
Madrid - Barcelona,69,447.0,60,2,Madrid,6,2,5,19,14
Zaragoza - Barcelona,66,432.0,108,2,Zaragoza,6,2,5,19,25
Bilbao - Madrid,30,237.0,115,1,Bilbao,6,2,5,19,39
Madrid - Barcelona,54,149.0,58,2,Madrid,6,2,5,19,44
Barcelona - Valencia,55,695.0,65,1,Valencia,6,2,5,19,45
Madrid - Barcelona,25,584.0,15,2,Barcelona,6,2,5,20,3
Madrid - Malaga,81,430.0,79,1,Madrid,6,2,5,20,4
Valencia - Sevilla,58,312.0,93,1,Valencia,6,2,5,20,13
Valencia - Sevilla,75,672.0,103,2,Sevilla,6,2,5,20,22
Valencia - Sevilla,89,625.0,92,2,Valencia,6,2,5,20,25
Barcelona - Valencia,36,536.0,113,1,Valencia,6,2,5,20,54
Madrid - Barcelona,58,644.0,34,2,Madrid,6,2,5,20,55
Barcelona - Bilbao,97,644.0,38,1,Barcelona,6,2,5,20,59
Madrid - Zaragoza,64,442.0,10,1,Zaragoza,6,2,5,21,7
Barcelona - Valencia,85,237.0,49,2,Valencia,6,2,5,21,9
Madrid - Zaragoza,18,566.0,56,1,Madrid,6,2,5,21,10
Barcelona - Bilbao,19,367.0,84,2,Barcelona,6,2,5,21,23
Sevilla - Madrid,75,587.0,102,2,Madrid,6,2,5,21,24
Madrid - Zaragoza,81,582.0,62,2,Madrid,6,2,5,21,27
Bilbao - Madrid,18,452.0,29,1,Bilbao,6,2,5,21,30
Barcelona - Bilbao,19,212.0,71,1,Bilbao,6,2,5,21,46
Sevilla - Madrid,38,268.0,17,1,Sevilla,6,2,5,22,0
Sevilla - Madrid,23,517.0,105,1,Sevilla,6,2,5,22,2
Madrid - Zaragoza,48,681.0,98,2,Madrid,6,2,5,22,9
Madrid - Barcelona,49,166.0,112,1,Madrid,6,2,5,22,19
Malaga - Sevilla,78,137.0,98,1,Malaga,6,2,5,22,22
Bilbao - Madrid,90,718.0,6,2,Madrid,6,2,5,22,25
Madrid - Barcelona,24,367.0,29,2,Barcelona,6,2,5,22,30
Bilbao - Madrid,70,453.0,13,1,Madrid,6,2,5,22,39
Sevilla - Madrid,22,669.0,69,1,Madrid,6,2,5,22,42
Madrid - Zaragoza,30,675.0,13,1,Zaragoza,6,2,5,23,0
Malaga - Sevilla,40,403.0,99,2,Sevilla,6,2,5,23,8
Barcelona - Valencia,28,149.0,82,1,Valencia,6,2,5,23,23
Sevilla - Madrid,71,597.0,83,1,Sevilla,6,2,5,23,25
Malaga - Sevilla,81,321.0,110,2,Sevilla,0,2,6,0,0
Madrid - Malaga,92,458.0,56,2,Malaga,0,2,6,0,7
Madrid - Zaragoza,38,193.0,76,1,Zaragoza,0,2,6,0,13
Madrid - Malaga,84,232.0,25,1,Madrid,0,2,6,0,20
Madrid - Malaga,16,697.0,23,2,Malaga,0,2,6,0,44
Barcelona - Bilbao,59,421.0,82,2,Barcelona,0,2,6,0,47
Bilbao - Madrid,75,270.0,11,1,Madrid,0,2,6,0,51
Madrid - Barcelona,70,628.0,94,2,Madrid,0,2,6,1,2
Madrid - Zaragoza,35,404.0,13,2,Madrid,0,2,6,1,14
Malaga - Sevilla,25,513.0,64,2,Malaga,0,2,6,1,26
Madrid - Malaga,87,475.0,70,1,Malaga,0,2,6,1,31
Bilbao - Madrid,44,351.0,23,2,Bilbao,0,2,6,1,41
Barcelona - Valencia,29,695.0,106,2,Barcelona,0,2,6,1,46
Zaragoza - Barcelona,96,132.0,19,2,Barcelona,0,2,6,1,50
Madrid - Malaga,55,346.0,35,1,Madrid,0,2,6,2,13
Malaga - Sevilla,12,511.0,77,1,Malaga,0,2,6,2,16
Sevilla - Madrid,39,422.0,30,1,Madrid,0,2,6,2,28
Zaragoza - Barcelona,33,581.0,55,1,Zaragoza,0,2,6,2,30
Madrid - Malaga,22,524.0,51,1,Madrid,0,2,6,2,55
Valencia - Sevilla,65,669.0,80,1,Valencia,0,2,6,2,56
Madrid - Barcelona,87,333.0,101,2,Madrid,0,2,6,3,27
Madrid - Zaragoza,65,264.0,32,2,Madrid,0,2,6,3,39
Madrid - Barcelona,27,178.0,94,1,Madrid,0,2,6,3,53
Valencia - Sevilla,65,127.0,50,1,Valencia,0,2,6,4,21
Madrid - Barcelona,52,609.0,95,2,Barcelona,0,2,6,4,27
Zaragoza - Barcelona,19,494.0,57,1,Zaragoza,0,2,6,4,33
Madrid - Barcelona,26,690.0,52,1,Barcelona,0,2,6,4,35
Valencia - Sevilla,23,280.0,111,2,Valencia,0,2,6,4,36
Valencia - Sevilla,13,649.0,6,1,Valencia,0,2,6,4,42
Zaragoza - Barcelona,98,626.0,38,2,Zaragoza,0,2,6,4,46
Madrid - Zaragoza,30,148.0,30,1,Zaragoza,0,2,6,4,47
Madrid - Zaragoza,67,642.0,97,1,Madrid,0,2,6,5,1
Bilbao - Madrid,31,634.0,15,1,Madrid,0,2,6,5,2
Zaragoza - Barcelona,52,526.0,111,2,Barcelona,0,2,6,5,5
Madrid - Zaragoza,68,598.0,46,1,Zaragoza,0,2,6,5,21
Madrid - Barcelona,19,272.0,9,1,Barcelona,0,2,6,5,36
Barcelona - Valencia,56,150.0,44,1,Valencia,0,2,6,6,7
Barcelona - Valencia,26,396.0,90,1,Barcelona,0,2,6,6,12
Madrid - Malaga,22,549.0,9,1,Madrid,0,2,6,6,19
Zaragoza - Barcelona,29,439.0,104,1,Barcelona,0,2,6,6,26
Barcelona - Valencia,94,534.0,40,1,Valencia,0,2,6,6,52
Valencia - Sevilla,40,463.0,115,2,Valencia,0,2,6,7,2
Malaga - Sevilla,67,311.0,51,2,Sevilla,0,2,6,7,8
Madrid - Zaragoza,90,165.0,101,2,Madrid,0,2,6,7,9
Malaga - Sevilla,95,622.0,86,2,Malaga,0,2,6,7,10
Malaga - Sevilla,72,143.0,41,1,Malaga,0,2,6,7,12
Barcelona - Valencia,36,372.0,89,1,Barcelona,0,2,6,7,35
Madrid - Malaga,70,621.0,89,1,Malaga,0,2,6,7,48
Barcelona - Valencia,82,128.0,106,1,Valencia,0,2,6,7,51
Malaga - Sevilla,83,518.0,68,1,Malaga,0,2,6,7,54
Bilbao - Madrid,58,216.0,110,2,Bilbao,0,2,6,8,0
Malaga - Sevilla,64,133.0,88,2,Malaga,0,2,6,8,14
Sevilla - Madrid,59,454.0,17,1,Madrid,0,2,6,8,31
Zaragoza - Barcelona,10,305.0,11,1,Barcelona,0,2,6,8,40
Sevilla - Madrid,86,322.0,51,1,Sevilla,0,2,6,8,43
Valencia - Sevilla,67,291.0,30,1,Sevilla,0,2,6,8,48
Barcelona - Bilbao,73,432.0,72,2,Barcelona,0,2,6,8,50
Sevilla - Madrid,45,364.0,75,1,Sevilla,0,2,6,9,2
Madrid - Malaga,68,469.0,95,2,Malaga,0,2,6,9,26
Sevilla - Madrid,65,576.0,38,2,Sevilla,0,2,6,9,35
Barcelona - Bilbao,42,638.0,105,1,Barcelona,0,2,6,9,40
Valencia - Sevilla,27,553.0,68,2,Valencia,0,2,6,9,42
Madrid - Malaga,90,416.0,1,2,Madrid,0,2,6,9,55
Bilbao - Madrid,74,619.0,62,1,Bilbao,0,2,6,9,58
Valencia - Sevilla,93,608.0,55,1,Valencia,0,2,6,9,59
Madrid - Malaga,24,681.0,3,2,Madrid,0,2,6,10,8
Valencia - Sevilla,30,672.0,5,1,Valencia,0,2,6,10,10
Barcelona - Bilbao,46,544.0,10,1,Barcelona,0,2,6,10,19
Barcelona - Valencia,93,299.0,66,2,Barcelona,0,2,6,10,28
Malaga - Sevilla,64,196.0,115,2,Sevilla,0,2,6,10,46
Madrid - Malaga,86,602.0,71,2,Malaga,0,2,6,10,57
Barcelona - Valencia,59,228.0,107,1,Barcelona,0,2,6,11,2
Sevilla - Madrid,59,401.0,93,2,Sevilla,0,2,6,11,8
Madrid - Zaragoza,43,639.0,72,2,Madrid,0,2,6,11,10
Barcelona - Bilbao,83,602.0,87,1,Bilbao,0,2,6,11,25
Madrid - Barcelona,45,210.0,2,2,Barcelona,0,2,6,11,44
Malaga - Sevilla,32,227.0,26,1,Sevilla,0,2,6,11,53
Malaga - Sevilla,78,577.0,87,2,Sevilla,0,2,6,12,13
